Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Transport;Obsługa;Inne;Suma;
;Grupa Amako / Automechanika / Frankfurt (słupek dioda);2026-07-15;Studencki Jan;Nowa;4 800,00 zł;195,00 zł;0,00 zł;0,00 zł;0,00 zł;4 995,00 zł;
