Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Transport;Obsługa;Inne;Suma;
;PPNT/IUSPP2026/Aula UAM/2026;2026-07-27;Piechnik Piotr;Nowa;2 957,50 zł;32,50 zł;250,00 zł;2 550,00 zł;0,00 zł;5 790,00 zł;
