Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Transport;Obsługa;Inne;Suma;
;Amako Expo / Pfizer / Kraków;2026-08-03 20:51:51;Studencki Jan;Nowa;11 700,00 zł;614,25 zł;430,00 zł;3 200,00 zł;0,00 zł;15 944,25 zł;
